Date,Lifetime Total Likes,Daily New Likes,Daily Unlikes,Daily Page Engaged Users,Weekly Page Engaged Users,28 Days Page Engaged Users,Daily Total Reach,Weekly Total Reach,28 Days Total Reach,Daily Organic Reach,Weekly Organic Reach,28 Days Organic Reach,Daily Paid Reach,Weekly Paid Reach,28 Days Paid Reach,Daily Viral Reach,Weekly Viral Reach,28 Days Viral Reach,Daily Total Impressions,Weekly Total Impressions,28 Days Total Impressions,Daily Organic impressions,Weekly Organic impressions,28 Days Organic impressions,Daily Paid Impressions,Weekly Paid Impressions,28 Days Paid Impressions,Daily Viral impressions,Weekly Viral impressions,28 Days Viral impressions,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Logged-in Page Views,Weekly Logged-in Page Views,Daily Reach Of Page Posts,Weekly Reach Of Page Posts,28 Days Reach Of Page Posts,Daily Organic Reach of Page posts,Weekly Organic Reach of Page posts,28 Days Organic Reach of Page posts,Daily Paid Reach of Page posts,Weekly Paid Reach of Page posts,28 Days Paid Reach of Page posts,Daily Viral Reach Of Page Posts,Weekly Viral Reach Of Page Posts,28 Days Viral Reach Of Page Posts,Daily Total Impressions of your posts,Weekly Total Impressions of your posts,28 Days Total Impressions of your posts,Daily Organic impressions of your posts,Weekly Organic impressions of your posts,28 Days Organic impressions of your posts,Daily Paid impressions of your posts,Weekly Paid impressions of your posts,28 Days Paid impressions of your posts,Daily Viral Impressions Of Your Posts,Weekly Viral Impressions Of Your Posts,28 Days Viral Impressions Of Your Posts,Daily Total Consumers,Weekly Total Consumers,28 Days Total Consumers,Daily Page Consumptions,Weekly Page Consumptions,28 Days Page Consumptions,Daily Negative Feedback,Weekly Negative Feedback,28 Days Negative Feedback,Daily Negative Feedback From Users,Weekly Negative Feedback From Users,28 Days Negative Feedback From Users,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins,Weekly Total Check-Ins,28 Days Total Check-Ins,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Check-Ins Using Mobile Devices,Weekly Total Check-Ins Using Mobile Devices,28 Days Total Check-Ins Using Mobile Devices,Daily Total Organic Views,Weekly Total Organic Views,28 Days Total Organic Views,Daily Total Promoted Views,Weekly Total Promoted Views,28 Days Total Promoted Views,Daily Total Organic 30-Second Views,Weekly Total Organic 30-Second Views,28 Days Total Organic 30-Second Views,Daily Paid 30-Second Views,Weekly Paid 30-Second Views,28 Days Paid 30-Second Views,Daily Total Video Views,Weekly Total Video Views,28 Days Total Video Views,Daily Total Auto-Played Views,Weekly Total Auto-Played Views,28 Days Total Auto-Played Views,Daily Total Clicked Views,Weekly Total Clicked Views,28 Days Total Clicked Views,Daily Video Repeats,Weekly Video Repeats,28 Days Video Repeats,Daily Total Unique Video Views,Weekly Total Unique Video Views,28 Days Total Unique Video Views,Daily Total 30-Second Views,Weekly Total 30-Second Views,28 Days Total 30-Second Views,Daily Auto-Played 30-Second Views,Weekly Auto-Played 30-Second Views,28 Days Auto-Played 30-Second Views,Daily Total Clicked 30-Second Views,Weekly Total Clicked 30-Second Views,28 Days Total Clicked 30-Second Views,Daily Total 30-Second Repeats,Weekly Total 30-Second Repeats,28 Days Total 30-Second Repeats,Daily Total Unique 30-Second Views,Weekly Total Unique 30-Second Views,28 Days Total Unique 30-Second Views,Daily Total: total action count per Page,Weekly Total: total action count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total get direction click count per Page,Weekly Total get direction click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total phone calls click count per Page,Weekly Total phone calls click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page,Daily Total website click count per Page,Weekly Total website click count per Page
4/21/19,305120,441,132,8768,63070,387156,78087,515873,3281638,78087,515873,2008059,,,1636437,28771,108623,478127,148592,1261037,9530937,148429,1259891,5899961,,,3623727,44173,198201,850134,163,1146,87,524,78087,513903,3281638,78087,513903,2008059,,,1636437,28771,108623,478127,147813,1248833,9490674,147813,1248833,5866947,,,3623727,44169,198178,849886,7754,56457,308768,11658,101887,658296,8,95,624,8,127,720,,,,,,,,,,,,,32762,278040,1559339,,,,10330,101376,656029,,,,32762,278040,1559339,28252,237191,1297682,4510,40849,261657,6460,88640,679095,26302,189400,880244,10330,101376,656029,7604,74674,485770,2726,26702,170259,1448,23700,232707,8882,77676,423322,8,60,,,,,,,,,3,17,3,17
4/22/19,305077,208,111,7027,55228,347242,58149,440639,3111564,58149,440639,1907708,,,1519345,12772,98311,404610,126520,1075959,8572372,126377,1074916,5558022,,,3007868,18226,168709,737186,143,1043,61,478,58149,439326,3111564,58149,439326,1907708,,,1519345,12772,98311,404187,125440,1066640,8535511,125440,1066640,5527643,,,3007868,18226,168691,736972,6562,50092,276725,9358,83027,579649,12,84,592,13,111,675,,,,,,,,,,,,,26867,240714,1430445,,,,8634,86504,589944,,,,26867,240714,1430445,23287,206005,1199944,3580,34709,230501,5062,68416,611291,21805,172298,819154,8634,86504,589944,6679,64657,441612,1955,21847,148332,1111,17519,206292,7523,68985,383652,10,60,,,,,,,,,4,19,2,17
4/23/19,305024,186,119,8228,52439,315137,67372,403224,2960774,67372,403224,1856774,,,1330816,8901,89845,382769,160764,1014305,7708909,160652,1013274,5410908,,,2292147,12985,150731,705714,112,1031,58,459,67372,403172,2960774,67372,403172,1856774,,,1330816,8901,89845,382769,159455,1005956,7673241,159455,1005956,5381094,,,2292147,12981,150711,705519,7446,47728,258162,11930,77407,541696,15,71,564,19,93,657,,,,,,,,,,,,,38665,232071,1370053,,,,13349,83126,557827,,,,38665,232071,1370053,34044,199219,1154319,4621,32852,215734,8837,68695,581922,29828,163376,788131,13349,83126,557827,10329,62598,419203,3020,20528,138624,2206,17319,194413,11143,65807,363414,5,54,,,,,,,,,2,18,2,16
4/24/19,304913,174,142,5464,46702,295962,48530,368773,2738509,48530,368773,1792550,,,1128588,8903,85760,366891,92532,924383,7004988,92424,923388,5257697,,,1741874,12596,140874,683902,108,995,56,440,48530,368773,2738509,48530,368773,1792550,,,1128588,8903,85760,366891,92126,917327,6970400,92126,917327,5228526,,,1741874,12594,140852,683719,4848,42495,244222,6803,68677,513523,7,66,521,14,87,622,,,,,,,,,,,,,21602,208599,1310983,,,,7467,73169,528646,,,,21602,208599,1310983,18727,179171,1106091,2875,29428,204892,3459,55977,561271,18143,152622,749712,7467,73169,528646,5693,55013,397231,1774,18156,131415,839,13759,182904,6628,59410,345742,9,54,,,,,,,,,,16,,14
4/25/19,305029,379,107,14885,50945,277309,87666,363789,2461772,87666,363789,1745223,,,901690,23462,98995,364671,219727,988813,6458684,219509,987797,5217610,,,1235874,36224,157177,695370,218,1016,115,432,87666,363789,2461772,87666,363789,1745223,,,901690,23462,98995,364671,219210,982719,6425087,219210,982719,5189213,,,1235874,36224,157160,695205,13620,46666,236042,23427,78953,498400,12,65,485,15,90,587,,,,,,,,,,,,,48931,221990,1280340,,,,17610,77255,510665,,,,48931,221990,1280340,40791,189817,1082404,8140,32173,197936,14044,70643,555564,34887,151347,724776,17610,77255,510665,12391,57210,383713,5219,20045,126952,2831,16927,182965,14779,60328,327700,21,62,,,,,,,,,7,21,6,17
4/26/19,305104,422,117,9441,51998,263245,74420,374942,2196504,74420,374942,1696381,,,633766,18690,107156,367537,150793,1010880,5921606,150642,1009863,5140107,,,776524,27432,169704,703553,151,1017,94,455,74420,374942,2196504,74420,374942,1696381,,,633766,18690,107156,367537,150523,1005895,5889297,150523,1005895,5112773,,,776524,27428,169690,703392,8642,47689,229491,14507,83531,480410,8,59,453,8,84,557,,,,,,,,,,,,,37270,231109,1243172,,,,13468,79918,489795,,,,37270,231109,1243172,32244,198188,1053041,5026,32921,190131,7850,76662,536274,29420,154447,706898,13468,79918,489795,10105,59223,367876,3363,20695,121919,1993,17124,170684,11475,62794,319111,10,67,,,,,,,,,,18,,15
4/27/19,304978,185,125,7559,52995,239140,48641,353183,1854140,48641,353183,1667265,,,228571,9216,101643,363333,121710,1020638,5282964,121590,1019623,5030491,,,247887,12781,164417,697363,120,1015,79,470,48617,353183,1854140,48617,353183,1667265,,,228571,9216,101643,363333,121150,1015717,5251297,121150,1015717,5003410,,,247887,12781,164403,697213,7009,49287,218710,14017,91700,459525,8,59,426,8,85,524,,,,,,,,,,,,,33622,239719,1208266,,,,13779,84637,472773,,,,33622,239719,1208266,28349,205694,1026471,5273,34025,181795,11595,87759,513102,22027,151960,695164,13779,84637,472773,9871,62672,355632,3908,21965,117141,3790,20532,165368,9989,64105,307405,5,68,,,,,,,,,1,17,1,14
4/28/19,304927,205,112,8553,52134,228908,65700,332088,1663137,65700,332088,1622916,,,54020,6827,81755,359413,140879,1012925,4996143,140729,1011923,4932905,,,58756,9820,130064,687913,150,1002,84,475,65700,332088,1663137,65700,332088,1622916,,,54020,6827,81755,359413,139515,1007419,4963822,139515,1007419,4905066,,,58756,9817,130051,687776,8033,48813,211003,13300,93342,441390,6,60,384,7,84,471,,,,,,,,,,,,,28255,235212,1162276,,,,10579,84886,452336,,,,28255,235212,1162276,23146,200588,988121,5109,34624,174155,5872,90660,500628,22383,144552,661648,10579,84886,452336,7249,62317,339942,3330,22569,112394,1804,20987,159235,8775,63899,293101,7,67,,,,,,,,,2,16,2,13
4/29/19,304826,160,101,6057,52212,223142,47502,328768,1629575,47502,328768,1590533,,,54020,8375,75355,357233,102539,988944,4901152,102429,987975,4837948,,,58756,11683,123521,679753,110,969,62,475,47502,328768,1629575,47502,328768,1590533,,,54020,8367,75355,357233,102044,984023,4870862,102044,984023,4812106,,,58756,11682,123507,679636,5676,48429,205656,9394,93378,430371,5,53,353,6,77,442,,,,,,,,,,,,,21990,230335,1123188,,,,8025,84277,433977,,,,21990,230335,1123188,18211,195512,954330,3779,34823,168858,5099,87092,485852,16891,143243,637336,8025,84277,433977,5432,61070,324814,2593,23207,109163,882,20467,148830,7143,63810,285147,2,59,,,,,,,,,,12,,11
4/30/19,304683,141,124,5120,49530,211132,47277,317804,1575799,47277,317804,1533355,,,54020,6447,73817,324036,99395,927575,4691416,99281,926604,4628315,,,58756,9288,119824,597528,114,971,61,478,47277,317804,1575799,47277,317804,1533355,,,54020,6447,73817,324036,98267,922835,4660715,98267,922835,4601959,,,58756,9288,119814,597417,4694,45932,193317,7097,88545,396847,7,47,324,7,65,415,,,,,,,,,,,,,21095,212765,1060775,,,,7503,78431,408506,,,,21095,212765,1060775,18558,180026,904089,2537,32739,156686,4111,80194,447310,16984,132571,613465,7503,78431,408506,5852,56593,307193,1651,21838,101313,1021,20005,138679,6482,58426,269827,3,57,,,,,,,,,,10,,9
5/1/19,304562,172,131,8552,51207,201414,59739,317863,1532827,59739,317863,1489226,,,54020,8122,73178,297380,115024,950067,4556187,114942,949122,4493292,,,58756,11488,118716,544355,82,945,42,469,59623,317472,1532827,59623,317472,1489226,,,54020,8122,73178,297380,114308,945017,4525682,114308,945017,4466926,,,58756,11482,118702,544257,7779,47000,183303,12581,94323,380797,9,51,309,11,62,399,,,,,,,,,,,,,31742,222905,1018788,,,,12375,83339,389539,,,,31742,222905,1018788,27395,188694,870000,4347,34211,148788,5579,86238,427572,26163,136667,591216,12375,83339,389539,9337,60237,293090,3038,23102,96449,1986,23259,132617,10389,60080,256922,5,53,,,,,,,,,,10,,9
5/2/19,304521,270,126,12931,50015,201294,79717,312141,1505770,79717,312141,1460223,,,54020,11647,63835,286357,162884,893224,4539882,162746,892359,4477133,,,58756,16377,98869,528255,138,865,73,424,79293,312141,1505770,79293,312141,1460223,,,54020,11647,63835,286357,161480,887287,4508980,161480,887287,4450224,,,58756,16374,98852,528160,11866,47010,182608,18813,89709,382298,6,44,291,6,53,382,,,,,,,,,,,,,43615,217589,1014097,,,,18205,83934,386707,,,,43615,217589,1014097,35304,183207,864452,8311,34382,149645,7373,77978,439819,36242,139611,574278,18205,83934,386707,12440,60286,289322,5765,23648,97385,2585,22484,134866,15620,61450,251841,9,41,,,,,,,,,2,5,1,4
5/3/19,304797,599,140,22439,62956,206990,149516,375268,1476087,149516,375268,1432126,,,54020,16570,63285,285410,245400,987831,4552980,245266,986983,4490300,,,58756,24424,95861,521817,134,848,70,409,149516,375268,1476087,149516,375268,1432126,,,54020,16570,63285,285410,243956,980720,4521609,243956,980720,4462853,,,58756,24423,95847,521732,21021,59374,186967,31049,106251,393876,10,46,281,15,60,377,,,,,,,,,,,,,67240,247559,1029129,,,,31056,101522,395640,,,,67240,247559,1029129,50949,201912,871263,16291,45647,157866,8221,83467,462690,59019,164092,566439,31056,101522,395640,19618,69799,292083,11438,31723,103557,2979,25486,139294,28077,76036,256346,15,46,,,,,,,,,3,8,3,7
5/4/19,305218,707,106,27137,82176,221207,207192,499498,1522655,207192,499498,1486549,,,54020,23659,76609,298691,350746,1216867,4720069,350582,1215975,4657366,,,58756,35074,118154,536675,164,892,99,429,206649,499498,1522655,206649,499498,1486549,,,54020,23659,76609,298691,347937,1207507,4686932,347937,1207507,4628176,,,58756,35071,118137,536597,25773,77175,201273,41009,133243,419805,10,48,280,14,66,381,,,,,,,,,,,,,91166,305103,1079901,,,,39374,127117,417858,,,,91166,305103,1079901,71311,244874,908873,19855,60229,171028,19310,96700,483422,71856,208403,596479,39374,127117,417858,25452,85380,304665,13922,41737,113193,5257,26810,148954,34117,100307,268904,13,54,,,,,,,,,1,8,1,7
5/5/19,305340,354,104,19094,91802,226703,135692,555052,1525361,135692,555052,1486358,,,54020,17526,85052,304837,214586,1290574,4766132,214471,1289717,4703450,,,58756,25151,133485,548495,115,857,72,414,135585,554307,1525361,135585,554307,1486358,,,54020,17525,85052,304837,212702,1280694,4731778,212702,1280694,4673022,,,58756,25141,133461,548419,17968,86905,208910,24674,144617,430162,12,53,275,12,71,378,,,,,,,,,,,,,58629,335477,1100453,,,,26283,142821,427646,,,,58629,335477,1100453,44864,266592,922019,13765,68885,178434,9386,94384,488688,49243,241093,611765,26283,142821,427646,16726,94857,308910,9557,47964,118736,3175,27955,143865,23108,114866,283781,10,57,,,,,,,,,,6,,5
5/6/19,305595,499,93,19732,106694,236605,123777,619317,1496958,123777,619317,1447924,,,54020,23303,95613,310188,201002,1389037,4729825,200836,1388124,4667168,,,58756,33395,155197,569143,166,913,84,432,123698,618389,1496958,123698,618389,1447924,,,54020,23303,95613,310188,198897,1377547,4694540,198897,1377547,4635784,,,58756,33389,155168,569066,18533,100526,217953,24826,160049,438484,9,58,263,11,76,366,,,,,,,,,,,,,63870,377357,1121229,,,,30100,164896,440448,,,,63870,377357,1121229,49174,297555,935052,14696,79802,186177,8865,105214,513031,55005,272143,608198,30100,164896,440448,19879,109304,316022,10221,55592,124426,3512,32503,153686,26588,132393,286762,3,58,,,,,,,,,2,8,2,7
5/7/19,305622,295,122,15894,115119,240433,98504,649553,1481319,98504,649553,1427999,,,54020,18610,105761,315229,173223,1462865,4687504,173076,1461919,4624824,,,58756,26128,172037,583830,147,946,58,428,98401,648533,1481319,98401,648533,1427999,,,54020,18603,105761,315229,172612,1451892,4652475,172612,1451892,4593719,,,58756,26121,172001,583750,14663,107644,223106,18955,171907,441318,6,57,255,6,75,360,,,,,,,,,,,,,52360,408622,1131895,,,,23519,180912,448542,,,,52360,408622,1131895,41594,320591,941359,10766,88031,190536,6724,112972,520297,45636,295650,611598,23519,180912,448542,16227,119679,320722,7292,61233,127820,2149,34784,153514,21370,146128,295028,10,65,,,,,,,,,1,9,1,8
5/8/19,305904,571,129,14496,120011,243993,109336,688217,1488249,109282,688217,1437602,,,54020,39313,133573,345319,207054,1554895,4728653,205987,1552964,4665048,,,58756,56344,216893,630538,191,1055,87,465,109282,687071,1488249,109282,687071,1437602,,,54020,39289,133573,345319,205296,1542880,4692755,205296,1542880,4633999,,,58756,56585,217104,630699,13213,112714,225675,20764,180090,447634,10,57,250,13,77,355,,,,,,,,,,,,,58025,434905,1155663,,,,21164,189701,456241,,,,58025,434905,1155663,49211,342407,961963,8814,92498,193700,9117,123308,525377,48908,311597,630286,21164,189701,456241,15075,125417,325916,6089,64284,130325,2817,36851,154991,18347,152850,301250,16,76,,,,,,,,,4,13,4,12
5/9/19,305917,265,106,9502,118674,245705,67995,683632,1476858,67995,683632,1426806,,,54020,18477,139601,355988,128514,1520525,4755547,128423,1518641,4691964,,,58756,27204,227720,649752,91,1008,46,439,67959,681788,1476858,67959,681788,1426806,,,54020,18477,139601,355988,128258,1509658,4720583,128258,1509658,4661827,,,58756,27193,227923,649905,8872,112170,227539,13685,174962,452280,9,60,253,10,81,358,,,,,,,,,,,,,36156,427446,1167343,,,,13716,185212,459348,,,,36156,427446,1167343,29916,337019,971325,6240,90427,196018,6676,121785,527296,29480,305661,640047,13716,185212,459348,9469,122446,327185,4247,62766,132163,1567,33934,158911,12149,151278,300437,5,72,,,,,,,,,1,12,1,12
5/10/19,305849,267,149,10235,106192,246699,73036,621274,1465938,73036,621274,1417260,,,54020,13123,137360,361783,164099,1439224,4834863,163875,1437250,4771117,,,58756,20055,223351,661765,224,1098,102,464,73023,620620,1465938,73023,620620,1417260,,,54020,13123,137360,361783,163731,1429433,4800234,163731,1429433,4741478,,,58756,20053,223553,661919,9270,100854,228477,14631,158544,460006,24,75,272,30,96,381,,,,,,,,,,,,,39825,400031,1181634,,,,14126,168282,461965,,,,39825,400031,1181634,34510,320580,983520,5315,79451,198114,10654,123882,541889,29171,276149,639745,14126,168282,461965,10515,113343,328296,3611,54939,133669,2455,35209,160274,11671,133073,301691,9,66,,,,,,,,,4,13,4,12
5/11/19,306108,538,115,12484,93201,250643,75466,524670,1479984,75466,524670,1432845,,,54020,31735,149345,389116,133135,1221613,4823471,133037,1219705,4759750,,,58756,53042,241319,695361,98,1032,63,423,75466,524581,1479984,75466,524581,1432845,,,54020,31735,149345,389116,132941,1214437,4789610,132941,1214437,4730854,,,58756,53039,241521,695512,11358,87382,231874,17233,134768,463455,5,70,268,5,87,371,,,,,,,,,,,,,40410,349275,1178458,,,,16215,145123,461382,,,,40410,349275,1178458,33049,282318,977408,7361,66957,201050,7768,99219,538711,32642,250056,639747,16215,145123,461382,11063,98954,325369,5152,46169,136013,1805,28886,153896,14410,116237,307486,7,60,,,,,,,,,1,13,1,12
5/12/19,306019,183,112,7934,80617,245593,60994,467427,1381041,60918,467427,1381041,,,,11109,145375,387945,131327,1138354,4702890,131171,1136405,4697936,,,,16268,232436,694186,156,1073,75,427,60918,467357,1381041,60918,467357,1381041,,,,11109,145375,387945,130896,1132631,4669577,130896,1132631,4669577,,,,16265,232645,694335,7340,75351,229103,12283,122377,462223,14,72,265,16,91,373,,,,,,,,,,,,,34337,324983,1173712,,,,12433,131273,460356,,,,34337,324983,1173712,29824,267278,971649,4513,57705,202063,8424,104513,540312,25913,220470,633400,12433,131273,460356,9465,91693,323541,2968,39580,136815,2039,27823,155462,10394,103450,304894,5,55,,,,,,,,,,13,,12
5/13/19,306126,384,125,10015,69149,240297,80884,428920,1331272,80825,428209,1331272,,,,13418,135147,378068,177847,1115199,4569139,177543,1113112,4564127,,,,19487,218528,665955,304,1211,173,510,80825,428149,1331272,80825,428149,1331272,,,,13418,135147,378068,177216,1110950,4539160,177216,1110950,4539160,,,,19482,218738,666104,8888,64173,225607,14258,111809,448263,17,81,259,18,98,362,,,,,,,,,,,,,44183,305296,1153702,,,,13807,114980,450657,,,,44183,305296,1153702,38954,257058,956130,5229,48238,197572,9740,104463,528669,34443,200833,625033,13807,114980,450657,10736,82550,317581,3071,32430,133076,2048,23531,146904,11759,91449,303753,14,66,,,,,,,,,3,14,3,13
5/14/19,306267,404,106,14978,69441,243702,111036,431818,1327162,111036,431097,1327162,,,,53973,165800,412905,244917,1186893,4591638,244682,1184718,4586515,,,,85282,277682,720274,235,1299,112,551,111036,431097,1327162,111036,431097,1327162,,,,53973,165800,412905,244405,1182743,4563426,244405,1182743,4563426,,,,85279,277896,720422,13432,63211,228610,21195,114049,451908,15,90,252,17,109,342,,,,,,,,,,,,,60106,313042,1166500,,,,17841,109302,451771,,,,60106,313042,1166500,52311,267775,967611,7795,45267,198889,13679,113769,527586,46427,199273,638914,17841,109302,451771,13646,79969,318839,4195,29333,132932,3609,25044,146723,14232,84258,305048,8,64,,,,,,,,,1,14,1,13
5/15/19,306238,258,126,8981,66448,242917,80203,405763,1345308,79726,405073,1345308,,,,25638,155451,424190,169552,1149391,4578736,169122,1147853,4573327,,,,37156,258494,734977,155,1263,80,543,79611,404861,1345308,79611,404861,1345308,,,,25638,155451,424190,168369,1145816,4551040,168369,1145816,4551040,,,,37130,258441,735099,8087,60408,227552,11794,105079,448169,12,92,252,13,109,335,,,,,,,,,,,,,38956,293973,1160382,,,,12372,100510,446719,,,,38956,293973,1160382,34610,253174,963446,4346,40799,196936,9244,105311,520562,29712,188662,639820,12372,100510,446719,9858,74752,315419,2514,25758,131300,2092,22678,145018,10280,77832,301701,7,55,,,,,,,,,2,12,2,11
5/16/19,306221,272,111,9408,63581,240914,79276,402138,1340720,77128,400629,1340720,,,,16469,150728,426454,204957,1225834,4628396,202543,1221973,4620770,,,,24048,255338,739104,137,1309,74,569,77005,400629,1340720,77005,400629,1340720,,,,16469,150728,426454,201492,1219050,4598714,201492,1219050,4598714,,,,24048,255296,739231,8369,57362,225564,13430,104824,448448,9,91,251,9,108,332,,,,,,,,,,,,,44049,301866,1168891,,,,14043,100837,447238,,,,44049,301866,1168891,39568,262826,972869,4481,39040,196022,11330,114154,534357,32719,187712,634534,14043,100837,447238,11166,76449,316391,2877,24388,130847,1959,23775,150707,12084,77062,296531,5,55,,,,,,,,,1,12,1,12
5/17/19,306155,227,114,9577,61576,243111,70802,401176,1353805,70782,399468,1353805,,,,10893,151037,427841,176161,1237896,4675831,176035,1234133,4668229,,,,16661,251944,740860,126,1211,72,542,70782,399468,1353805,70782,399468,1353805,,,,10893,151037,427841,175927,1231246,4647294,175927,1231246,4647294,,,,16661,251904,740994,8878,56305,226151,14959,105152,453478,11,78,245,12,90,330,,,,,,,,,,,,,46815,308856,1187555,,,,16226,102937,452659,,,,46815,308856,1187555,41269,269585,990265,5546,39271,197290,16248,117904,556259,30567,190952,631296,16226,102937,452659,12456,78390,320755,3770,24547,131904,3494,26616,151113,12732,76321,301546,7,53,,,,,,,,,,8,,8
5/18/19,306081,162,96,6893,57798,246475,64072,381519,1340743,64072,380347,1340743,,,,9366,129528,427226,113969,1218730,4677848,113848,1214944,4670247,,,,13528,212430,736320,121,1234,49,532,64072,380347,1340743,64072,380347,1340743,,,,9366,129528,427226,113803,1212108,4649769,113803,1212108,4649769,,,,13526,212391,736452,6307,52709,228653,9547,97466,457177,8,83,245,8,93,331,,,,,,,,,,,,,31973,300419,1194516,,,,10554,97276,454153,,,,31973,300419,1194516,28010,264546,997432,3963,35873,197084,6113,119993,563095,25860,180426,631421,10554,97276,454153,8087,75414,322420,2467,21862,131733,1308,25718,152497,9246,71558,301656,7,53,,,,,,,,,3,10,2,9
5/19/19,305970,126,87,6235,55855,242624,47677,379490,1338332,47677,376125,1338332,,,,4957,124555,400083,97889,1185292,4627145,97800,1181573,4619618,,,,7100,203262,699247,89,1167,50,509,47631,376125,1338332,47631,376125,1338332,,,,4957,124555,400083,97713,1178925,4599669,97713,1178925,4599669,,,,7097,203223,699380,5822,50824,224950,8242,93425,453761,5,76,243,5,82,328,,,,,,,,,,,,,27916,293998,1189670,,,,9525,94368,453348,,,,27916,293998,1189670,24502,259224,993682,3414,34774,195988,6698,119194,562156,21218,174804,627514,9525,94368,453348,7396,73345,322212,2129,21023,131136,1571,25289,153103,7954,69079,300245,5,53,,,,,,,,,,10,,9
5/20/19,305871,125,91,5198,53316,242314,45952,358113,1336555,45952,354312,1336555,,,,4880,117162,393171,111103,1118548,4611728,111002,1115032,4604243,,,,6801,190576,687822,101,964,45,395,45952,354312,1336555,45952,354312,1336555,,,,4869,117162,393171,110401,1112110,4584630,110401,1112110,4584630,,,,6799,190540,687953,4434,49169,226260,7246,86413,451649,5,66,236,5,69,320,,,,,,,,,,,,,22612,272427,1185415,,,,7536,88097,452250,,,,22612,272427,1185415,19860,240130,990255,2752,32297,195160,5983,110434,556003,16629,161993,629412,7536,88097,452250,5732,68341,321265,1804,19756,130985,1162,25058,151896,6374,63039,300354,8,47,,,,,,,,,1,8,1,7
5/21/19,305855,155,75,6094,44438,242509,51991,312998,1330703,51991,310215,1330703,,,,8171,76917,392567,119313,992944,4570277,119194,989544,4562785,,,,11296,116590,686133,119,848,52,345,51970,310215,1330703,51970,310215,1330703,,,,8168,76917,392567,117865,985570,4543040,117865,985570,4543040,,,,11295,116556,686267,5560,40469,225782,7902,73120,447621,10,60,232,10,62,311,,,,,,,,,,,,,24066,236387,1170816,,,,9008,79264,447909,,,,24066,236387,1170816,21108,208927,977319,2958,27460,193497,4480,96797,546300,19586,139590,624516,9008,79264,447909,7027,61722,317963,1981,17542,129946,1286,21330,151605,7722,57934,296304,9,48,,,,,,,,,,7,,6
5/22/19,305922,236,101,7169,41327,243185,57347,299214,1321078,57347,297154,1321078,,,,11951,61720,398147,158547,981939,4636292,158420,978842,4628781,,,,16826,96260,690363,127,820,61,337,57347,297154,1321078,57347,297154,1321078,,,,11951,61720,398147,158124,975325,4609038,158124,975325,4609038,,,,16823,96249,690496,6429,37693,226591,10301,71627,451119,10,57,238,10,59,307,,,,,,,,,,,,,32647,230078,1181861,,,,10882,77774,451324,,,,32647,230078,1181861,28780,203097,987372,3867,26981,194489,10543,99692,557593,22104,130386,624268,10882,77774,451324,8316,60180,320586,2566,17594,130738,1888,22809,153745,8994,54965,297579,7,48,,,,,,,,,,5,,4
5/23/19,305842,159,139,7666,39998,239013,61386,284267,1316172,61308,284267,1316172,,,,7268,54196,389345,155046,932028,4571611,154903,931202,4564175,,,,10269,82481,664408,143,826,63,331,61231,284111,1316172,61231,284111,1316172,,,,7268,54196,389345,154283,928116,4544111,154283,928116,4544111,,,,10269,82470,664541,7126,36495,223311,11685,69882,439377,6,53,234,6,56,298,,,,,,,,,,,,,33459,219488,1166389,,,,12642,76373,446356,,,,33459,219488,1166389,28799,192328,975380,4660,27160,191009,9589,97008,553269,23870,122480,613120,12642,76373,446356,9540,58554,317735,3102,17819,128621,2487,23115,151104,10155,53258,295252,6,49,,,,,,,,,1,5,1,4
5/24/19,305842,182,81,7978,38659,236586,61269,271747,1307829,61269,271747,1307829,,,,5612,48283,374812,134448,890315,4555266,134306,889473,4547839,,,,8140,73960,645116,142,842,64,321,61262,271413,1307829,61262,271413,1307829,,,,5612,48283,374812,133956,886145,4527544,133956,886145,4527544,,,,8140,73949,645253,7469,35905,221262,12251,67174,437121,8,51,235,8,52,298,,,,,,,,,,,,,37217,209890,1166336,,,,14208,74355,447096,,,,37217,209890,1166336,32122,183181,975258,5095,26709,191078,10047,91447,559309,27170,118443,607027,14208,74355,447096,10639,56737,318269,3569,17618,128827,3175,22504,156639,11033,51851,290457,5,47,,,,,,,,,1,6,1,5
5/25/19,305909,265,109,11964,41976,241201,95309,296794,1318620,95309,296794,1318620,,,,15955,53914,381409,213592,989938,4647148,213450,989075,4639699,,,,23233,83665,655568,142,863,58,325,95309,296397,1318620,95309,296397,1318620,,,,15955,53914,381409,213310,985652,4619704,213310,985652,4619704,,,,23231,83654,655703,10980,38620,224346,19291,76918,442395,15,59,243,15,59,305,,,,,,,,,,,,,50871,228788,1183585,,,,18248,82049,451565,,,,50871,228788,1183585,43801,198972,990710,7070,29816,192875,14777,102935,568890,36094,125853,614695,18248,82049,451565,13085,61735,321483,5163,20314,130082,3878,27317,156690,14370,54732,294875,10,50,,,,,,,,,4,7,3,6
