"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - share","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - answer","Lifetime Post Stories by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - answer","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_309047983264852,https://www.facebook.com/jowradio/posts/309047983264852,"#شاهد تصريح فوزي موسوني حول سعر تذكرة مباراة اللي راهي 500 دج 😱⚽
اسمعونا على : www.jow.radio",Video,,,"09/09/2019 09:09:48 AM"," ",7773,7773,0,10806,10806,0,518,474,644,1,1,8367,5977,0,0,417,185,187,0,0,2598,2693,0,0,16756,159422,,72,11,,,75,15,,138,440,6,,138,500,6,,,1,,,,1,,
110764313093221_308975233272127,https://www.facebook.com/jowradio/posts/308975233272127,"نور الدين سعدي : &quot; ڨاع الأندية الجزائرية طلابين إلّا البارادو&quot; ⚽😱
اسمعونا على : www.jow.radio",Video,,,"09/09/2019 06:23:26 AM"," ",10242,10242,0,14006,14006,0,683,580,789,1,1,10651,7652,0,0,537,406,410,0,0,4032,4206,0,0,13517,83625,4,157,25,,4,167,30,,147,537,7,,150,632,7,,,1,,,,1,,
110764313093221_308925136610470,https://www.facebook.com/jowradio/posts/308925136610470,"شاهد رسالة محرز وجمال بلماضي  للجماهير الجزائرية من أجل الحضور بقوة لملعب 5 جويلية .

اسمعونا على : www.jow.radio",Video,,,"09/09/2019 04:25:00 AM"," ",6359,6359,0,8553,8553,0,277,232,296,0,0,6281,4569,0,0,228,101,101,0,0,1364,1366,0,0,5949,46438,2,53,2,,2,55,2,,65,209,1,,66,229,1,,,,,,,,,
110764313093221_308633779972939,https://www.facebook.com/jowradio/posts/308633779972939,"اسمعونا الآن على : www.jow.radio",Photo,,,"09/08/2019 01:05:34 PM"," ",4744,4744,0,6926,6926,0,109,83,125,2,2,5418,3739,0,0,93,0,0,0,0,0,0,0,0,0,0,,30,,,,30,,,,44,34,22,,65,37,23,2,,,,2,,,
110764313093221_308484733321177,https://www.facebook.com/jowradio/posts/308484733321177,"في أول حلقة من الموسم الجديد تاع بالون رايحين يكونو معانا أنصار مولودية الجزائر العاصمة، ما تراطيوش الحصة من التسعة للحداش ❤💚⚽
اسمعونا على : www.jow.radio",Photo,,,"09/08/2019 10:00:00 AM"," ",9362,9362,0,13427,13427,0,439,337,475,1,1,8533,6187,0,0,276,0,0,0,0,0,0,0,0,0,0,7,154,17,,7,173,28,,,235,89,76,,297,100,78,1,,,,1,,,
110764313093221_308480916654892,https://www.facebook.com/jowradio/posts/308480916654892,"راهم رجعوووو، صحاب البالون رايحين يحكمو ستوديو جو اليوم من التسعة للحداش تاع الليل  😍⚽⚽
اسمعونا على : www.jow.radio",Photo,,,"09/08/2019 08:00:00 AM"," ",7329,7329,0,10424,10424,0,173,117,127,0,0,6623,4795,0,0,120,0,0,0,0,0,0,0,0,0,0,1,66,1,,1,66,1,,,56,17,52,,57,17,53,,,,,,,,
110764313093221_308148716688112,https://www.facebook.com/jowradio/posts/308148716688112,"المصارع حبيب نور محمدوف بطلا لـ الوزن الخفيف الموحد، عقب فوزه على الأمريكي داستن بواريي الذي إستسلم في الجولة الثالثة.",Photo,,,"09/07/2019 02:11:10 PM"," ",11033,11033,0,15572,15572,0,535,265,289,0,0,11973,8662,0,0,438,0,0,0,0,0,0,0,0,0,0,2,307,10,,2,310,11,,,154,,120,,170,,119,,,,,,,,
110764313093221_307122403457410,https://www.facebook.com/jowradio/posts/307122403457410,"الفاف تنشر  انجازات رفيق حليش مع المنتخب الوطني ..

#شكرا_حليش",Photo,,,"09/05/2019 02:05:39 PM"," ",15062,15062,0,21784,21789,0,1054,576,623,0,0,16732,11920,0,0,861,0,0,0,0,0,0,0,0,0,0,5,573,9,,5,573,9,,,196,,408,,202,,421,,,,,,,,
110764313093221_306942483475402,https://www.facebook.com/jowradio/posts/306942483475402,"موضوع اليوم في سركالة : واشنو هي الحاجة اللّي قالهالكم طفل صغير و خلعتكم ؟ 😱😱
اسمعونا على : www.jow.radio",Photo,,,"09/05/2019 06:36:37 AM"," ",2851,2851,0,3971,3971,0,94,74,83,0,0,3100,2298,0,0,76,0,0,0,0,0,0,0,0,0,0,,23,3,,,23,3,,,65,1,11,,71,1,11,,,,,,,,
110764313093221_306891390147178,https://www.facebook.com/jowradio/posts/306891390147178,"الحفل الموسيقي تاع بهيجة رحال و ليلى بورصالي في أوبرا الجزائر🎤🎼 ، آخر أفلام في قاعات السينيما 🎬 ، شوفو المواعيد الثقافية تاع هاد ال Weekend 😍
اسمعونا على : www.jow.radio
Lila Borsali",Video,,,"09/05/2019 04:42:25 AM"," ",3948,3948,0,5500,5500,0,118,93,121,1,1,4150,2896,0,0,88,12,12,0,0,869,884,0,0,6509,258985,,28,3,,,28,3,,36,70,2,,39,77,2,,,1,,,,1,,
110764313093221_306434553526195,https://www.facebook.com/jowradio/posts/306434553526195,"اسمع واش لي حفز أيمن باش يربح البطولة العالمية لي رفع الأثقال 😎🏆🥇🇩🇿",Video,,,"09/04/2019 11:00:02 AM"," ",6064,6064,0,8168,8168,0,258,215,296,0,0,6140,4514,0,0,198,153,156,0,0,2313,2315,0,0,11251,122857,,54,2,,,54,2,,94,188,,,95,200,,,,,,,,,,
110764313093221_306421636860820,https://www.facebook.com/jowradio/posts/306421636860820,"شاهد | أول حصة تدريبية لبن خماسة مع فريقه مالاقا الاسباني 

اسمعونا على : www.jow.radio",Video,,,"09/04/2019 06:21:12 AM"," ",6684,6684,0,9047,9047,0,430,371,556,1,1,6926,5126,0,0,338,906,906,0,0,2149,2212,0,0,9058,18857,1,83,1,,1,83,1,,191,344,1,,189,365,1,,1,,,,1,,,
110764313093221_306315146871469,https://www.facebook.com/jowradio/posts/306315146871469,"دخول مدرسي موفق لكل أبنائنا 👫",Photo,,,"09/04/2019 01:17:37 AM"," ",5428,5428,0,7529,7529,0,125,53,56,0,0,5622,4082,0,0,105,0,0,0,0,0,0,0,0,0,0,,78,1,,,80,1,,,29,,24,,32,,24,,,,,,,,
110764313093221_306054010230916,https://www.facebook.com/jowradio/posts/306054010230916,"قطر تكشف عن الشعار الرسمي لمونديال 2022",Photo,,,"09/03/2019 01:01:54 PM"," ",8171,8171,0,11595,11595,0,640,596,696,1,1,8880,6475,0,0,543,0,0,0,0,0,0,0,0,0,0,1,56,6,,1,56,6,,,139,,518,,177,,519,,1,,,,1,,
110764313093221_305758483593802,https://www.facebook.com/jowradio/posts/305758483593802,"أول حصة تدريبية للعناصر الوطنية بالمركز التقني بسيدي موسى.",Video,,,"09/03/2019 12:30:23 AM"," ",8357,8357,0,10913,10913,0,403,340,468,0,0,8359,6474,0,0,305,84,84,0,0,2182,2182,0,0,12867,239140,1,99,3,,1,100,4,,118,320,,,121,346,,,,,,,,,,
110764313093221_305309603638690,https://www.facebook.com/jowradio/posts/305309603638690,"إسلام سليماني وزين الدين فرحات ضمن التشكيلة المثالية للجولة الرابعة من البطولة الفرنسية .

------
اسمعونا على : www.jow.radio",Photo,,,"09/02/2019 02:12:10 AM"," ",8728,8728,0,11886,11886,0,232,124,130,0,0,8957,6671,0,0,190,0,0,0,0,0,0,0,0,0,0,1,119,1,,1,119,1,,,65,5,58,,68,5,57,,,,,,,,
110764313093221_304806247022359,https://www.facebook.com/jowradio/posts/304806247022359,"قائمة تربص الخضر الذي سينطلق يوم غد شهدت  4 تغييرات : بن عيادة مكان مهدي زفان ، شتي مكان فارس المصاب ، فرحات مكان هشام بوداوي ، بن رحمة مكان آدم  وناس",Photo,,,"09/01/2019 01:20:21 AM"," ",11381,11381,0,16109,16109,0,759,611,653,1,1,12442,8835,0,0,624,0,0,0,0,0,0,0,0,0,0,2,177,3,,2,177,3,,,233,,413,,246,,407,1,,,,1,,,
110764313093221_304610840375233,https://www.facebook.com/jowradio/posts/304610840375233,"بمناسبة السنة الهجرية الجديدة 1441، تتمنى لكم أسرة  &quot; Jow Radio سنة سعيدة مليئة بالأفراح والمسرات، كما تتمنى من الله العلي القدير أن يعيد هذه المناسبة على الشعب  الجزائري  وجميع المسلمين باليمن والبركات .",Photo,,,"08/31/2019 02:16:58 PM"," ",6361,6361,0,8765,8765,0,135,64,67,1,1,6682,4891,0,0,118,0,0,0,0,0,0,0,0,0,0,,79,4,,,79,4,,,35,,29,,37,,30,1,,,,1,,,
110764313093221_303508070485510,https://www.facebook.com/jowradio/posts/303508070485510,"تطبيقات تخليك تتحكم فل Wi-Fi تاعك 🕵‍♂📶",Video,,,"08/30/2019 03:00:00 PM"," ",15212,15212,0,20670,20651,0,925,828,1116,2,2,15844,11759,0,0,668,71,73,0,0,5990,6127,0,0,18020,405502,12,124,4,,12,127,4,,279,706,,,293,821,,,1,1,,,1,1,,
110764313093221_304107220425595,https://www.facebook.com/jowradio/posts/304107220425595,"وزارة الشؤون الدينية تعلن أن يوم الأحد هو غرة محرم وعاشوراء يوم الثلاثاء 10 سبتمبر .",Photo,,,"08/30/2019 01:34:06 PM"," ",10291,10291,0,14394,14394,0,354,196,208,0,0,10796,7841,0,0,287,0,0,0,0,0,0,0,0,0,0,6,181,6,,7,185,9,,,142,,58,,150,,58,,,,,,,,
110764313093221_304035807099403,https://www.facebook.com/jowradio/posts/304035807099403,"بوردو يعلن تعاقده مع عيسى بودشيشة قادما من وفاق سطيف بعقد يمتد حتى 2023⚽️",Photo,,,"08/30/2019 09:59:31 AM"," ",10291,10291,0,13689,13689,0,407,275,296,0,0,10475,7960,0,0,337,0,0,0,0,0,0,0,0,0,0,1,153,3,,1,153,3,,,95,,194,,104,,192,,,,,,,,
110764313093221_304008157102168,https://www.facebook.com/jowradio/posts/304008157102168,"رسمياً ⚽🇩🇿⚽🇩🇿
آدم وناس يوقع في صفوف نيس الفرنسي على شكل إعارة",Status,,,"08/30/2019 08:40:37 AM"," ",19085,19085,0,27269,27269,0,1670,1380,1530,0,0,21382,15437,0,0,1388,0,0,0,0,0,0,0,0,0,0,,363,6,,3,363,6,,,492,,1024,,553,,977,,,,,,,,
110764313093221_303904703779180,https://www.facebook.com/jowradio/posts/303904703779180,"شاهد..  جمال بلماضي يؤدي مباراة مع أبناء حيه بعين تادلس في ولاية مستغانم",Video,,,"08/30/2019 04:13:27 AM"," ",22213,22213,0,31227,31227,0,2052,1880,2806,0,0,21566,15598,0,0,1355,34,35,0,0,9334,9334,0,0,14184,379390,22,229,9,,24,232,12,,977,1641,,,1019,1785,,,,,,,,,,
110764313093221_303488943820756,https://www.facebook.com/jowradio/posts/303488943820756,"Week-End وين نروحو هاد ال 🎭🎨🎬🎤🎼",Video,,,"08/29/2019 02:00:00 PM"," ",5482,5482,0,7258,7258,0,175,146,193,0,0,5551,4157,0,0,140,15,16,0,0,1454,1498,0,0,8695,219945,,31,,,,33,,,73,105,,,78,115,,,,,,,,,,
110764313093221_303562803813370,https://www.facebook.com/jowradio/posts/303562803813370,"رسميا..يوسف بلايلي ينضم إلى الأهلي السعودي بعقد يمتد حتى 2022.
ما رأيكم في هذا الاختيار؟",Photo,,,"08/29/2019 09:12:09 AM"," ",5982,5982,0,8588,8588,0,484,384,426,0,0,6475,4607,0,0,378,0,0,0,0,0,0,0,0,0,0,3,128,38,,3,130,43,,,362,,29,,393,,31,,,,,,,,
110764313093221_303509870485330,https://www.facebook.com/jowradio/posts/303509870485330,"على ذمة سكاي سبورت .... نيمار يعود لفريقه السابق برشلونة ⚽️",Photo,,,"08/29/2019 06:56:34 AM"," ",9043,9043,0,12168,12168,0,327,260,268,1,1,9173,6927,0,0,275,0,0,0,0,0,0,0,0,0,0,,72,8,,,74,8,,,108,,156,,111,,157,1,,,,1,,,
110764313093221_303447053824945,https://www.facebook.com/jowradio/posts/303447053824945,"‏&quot;لوسي فالكونر&quot;   عمرها 5 سنوات من سكتلندا،  في الصباح كانت  متحمسة لأول يوم دراسي في حياتها وكانت بكامل أناقتها ، و الصورة الثانية  كانت مساءا  بعد عودتها للمنزل 😲 .
. يبدو أن اليوم الأول كان صعبا جدا على لوسي 😅",Photo,,,"08/29/2019 04:12:18 AM"," ",29675,29675,0,42757,42757,0,3173,2612,2837,2,2,26844,18840,0,0,1535,0,0,0,0,0,0,0,0,0,0,41,692,76,,42,712,122,,,1880,,864,,1973,,870,,2,,,,2,,
110764313093221_303092990527018,https://www.facebook.com/jowradio/posts/303092990527018,"رفقاء الراحل &quot;يزيد آيت حمادوش&quot; يسترجعون ذكرياتهم معه في ذكرى رحيله الأولى  .",Video,,,"08/28/2019 08:27:20 AM"," ",12619,12619,0,17232,17232,0,643,530,736,2,2,11994,8771,0,0,455,184,186,0,0,4460,4741,0,0,11910,148265,9,182,23,,9,198,29,,168,469,,,175,560,,,2,,,,2,,,
110764313093221_302955103874140,https://www.facebook.com/jowradio/posts/302955103874140,"صورة متداولة لبلماضي رفقة رئيس الفاف زطشي خلال مأدبة عشاء ليلة أمس بالعاصمة .",Photo,,,"08/28/2019 02:35:42 AM"," ",14069,14069,0,20095,20095,0,870,544,669,0,0,15086,10977,0,0,653,0,0,0,0,0,0,0,0,0,0,2,357,16,,2,361,18,,,374,,252,,419,,250,,,,,,,,
110764313093221_302762217226762,https://www.facebook.com/jowradio/posts/302762217226762,"الدولي الجزائري هشام بوداوي يمضي رسميا في نيس الفرنسي .",Photo,,,"08/27/2019 02:23:20 PM"," ",15272,15272,0,21067,21067,0,992,471,514,1,1,15454,11406,0,0,782,0,0,0,0,0,0,0,0,0,0,5,606,22,,5,606,23,,,385,,92,,422,,92,,1,,,,1,,
110764313093221_302237313945919,https://www.facebook.com/jowradio/posts/302237313945919,"الفنان  &quot;SOOLKING&quot; يخرج عن صمته ويتحدث عن مأساة حفل ملعب 20 أوت ...شاهد ماذا قال",Video,,,"08/26/2019 11:59:54 AM"," ",50297,50297,0,75085,75085,0,7482,6638,9519,4,4,46073,31643,0,0,4349,1457,1457,0,0,15686,16904,0,0,20974,181972,97,1341,132,,100,1416,195,,1910,6258,,,1973,7545,,,1,3,,,1,3,,
110764313093221_301696424000008,https://www.facebook.com/jowradio/posts/301696424000008,"إسلام سليماني يفتتح باب التسجيل لفريقه موناكو  في أول مباراة له 💪",Photo,,,"08/25/2019 07:45:18 AM"," ",12864,12864,0,18108,18108,0,611,310,347,0,0,13610,9724,0,0,485,0,0,0,0,0,0,0,0,0,0,2,318,11,,2,318,17,,,222,,104,,241,,106,,,,,,,,
110764313093221_301607947342189,https://www.facebook.com/jowradio/posts/301607947342189,"الفنانة سهى ولهى تبكي بعد الحملة التي تعرضت لها على مواقع التواصل الاجتماعي بسبب فيديو وضحت فيها ما حدث في حفلة سولكينغ",Video,,,"08/25/2019 03:47:35 AM"," ",58778,58778,0,83498,83498,0,8189,7504,10816,9,9,42313,28831,0,0,4478,3164,3164,0,0,27167,27867,0,0,24821,111742,34,940,207,,36,963,274,,2819,6591,,,2804,8011,,,5,4,,,5,4,,
110764313093221_301134177389566,https://www.facebook.com/jowradio/posts/301134177389566,"قائمة اللاعبين المعنيين بتربص المنتخب الوطني للاعبين المحليين، والمزمع اجراؤه من 26 الى 28 اوت بالمركز التقني بسيدي موسى .",Photo,,,"08/24/2019 02:49:02 AM"," ",13612,13612,0,18886,18886,0,596,483,512,0,0,14211,10420,0,0,483,0,0,0,0,0,0,0,0,0,0,3,133,18,,3,135,21,,,264,,233,,284,,228,,,,,,,,
110764313093221_299813840854933,https://www.facebook.com/jowradio/posts/299813840854933,"شكون يعرف ڨاع الأماكن تاع عنابة اللي هدرتلنا عليهم شهيناز ؟ 😍
اسمعونا على : www.jow.radio",Video,,,"08/22/2019 11:00:01 AM"," ",5743,5743,0,7890,7890,0,262,228,294,2,2,6182,4551,0,0,188,74,75,0,0,2025,2158,0,0,10187,146451,,51,12,,,51,14,,83,176,4,,90,200,4,,1,1,,,1,1,,
110764313093221_299810047521979,https://www.facebook.com/jowradio/posts/299810047521979,"واشنو هما التطبيقات اللي يقدرو يعاونونا باش نديرو الرياضة ؟ عبدو عندو الجواب 📲🏆
اسمعونا على : www.jow.radio",Video,,,"08/22/2019 03:00:00 AM"," ",8288,8288,0,10828,10828,0,198,170,201,0,0,8400,6405,0,0,155,10,10,0,0,2196,2227,0,0,8350,587667,,42,,,,42,,,57,135,,,58,143,,,,,,,,,,
110764313093221_299814320854885,https://www.facebook.com/jowradio/posts/299814320854885,"100% راي جديد على جو راديو من 00 سا حتى 02 سا، و نتوما پارتاجيو معانا آخر أغاني راي راكم تسمعو فيهم 🎼🎤🤩
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"08/21/2019 02:00:00 PM"," ",3201,3201,0,4355,4355,0,85,63,74,0,0,3394,2507,0,0,75,0,0,0,0,0,0,0,0,0,0,,24,,,,24,,,,37,18,11,,44,19,11,,,,,,,,
110764313093221_299761557526828,https://www.facebook.com/jowradio/posts/299761557526828,"شخص رايح يكري الشرفة تاعو اللي تمد على ملعب 20 أوت خلال حفل سولكينغ 😲🤑
اسمعونا على : www.jow.radio",Video,,,"08/21/2019 01:00:01 PM"," ",12346,12346,0,17623,17623,0,914,834,1147,0,0,13295,9541,0,0,664,924,924,0,0,4684,4785,0,0,9133,38590,1,127,25,,1,131,29,,334,702,4,,357,786,4,,,,,,,,,
110764313093221_299891477513836,https://www.facebook.com/jowradio/posts/299891477513836,"المناجير العام للمنتخب الوطني حكيم مدان يستقيل رسميا من منصه حسب بيان للاتحادية الجزائرية لكرة القدم.",Photo,,,"08/21/2019 12:16:22 PM"," ",7267,7267,0,10231,10231,0,246,157,174,0,0,7729,5668,0,0,208,0,0,0,0,0,0,0,0,0,0,1,95,3,,1,95,3,,,143,,18,,156,,18,,,,,,,,
110764313093221_299752280861089,https://www.facebook.com/jowradio/posts/299752280861089,"فيانسو، منال حدلي، مروان ڨروابي و العديد رايحين يكونو في حفل سولكينغ في ملعب 20 أوت 😍🎙
باش تسمعونا : www.jow.radio",Video,,,"08/21/2019 11:00:00 AM"," ",28468,28468,0,39896,39896,0,2231,1974,2649,2,2,29111,20814,0,0,1514,1490,1490,0,0,10203,10261,0,0,15018,96062,7,346,63,,8,346,81,,855,1556,28,,870,1750,28,,,2,,,,2,,
110764313093221_299755584194092,https://www.facebook.com/jowradio/posts/299755584194092,"احكولنا على الكوارث لي درتوهم و لا حضرتولهم في عرس 😂😂
باش تسمعونا : www.jow.radio",Photo,,,"08/21/2019 06:33:49 AM"," ",6824,6824,0,9675,9675,0,280,253,282,1,1,7312,5280,0,0,228,0,0,0,0,0,0,0,0,0,0,,36,9,,,36,11,,,225,5,30,,245,5,32,1,,,,1,,,
110764313093221_299721920864125,https://www.facebook.com/jowradio/posts/299721920864125,"DJAM 
 في أوبرا الجزائر و سولكينغ غدوا في ملعب 20 أوت في أوبرا الجزائر و سولكينغ غدوا في ملعب 20 أوت, مواعيد اليوم مع شهيناز 📅📻🎙📺
اسمعونا على : www.jow.radio",Video,,,"08/21/2019 04:59:44 AM"," ",6325,6325,0,8600,8600,0,235,206,268,1,1,6763,4980,0,0,161,72,72,0,0,2161,2161,0,0,8021,84905,1,40,,,1,41,,,99,143,11,,97,159,11,,,1,,,,1,,
110764313093221_299689904200660,https://www.facebook.com/jowradio/posts/299689904200660,"عبدو لقالنا التطبيقات اللّي رايحين يعاونوكم باش ترقدو  😴😴
اسمعونا على : www.jow.radio",Video,,,"08/21/2019 03:20:49 AM"," ",6853,6853,0,9224,9224,0,227,202,270,3,3,7139,5352,0,0,175,18,19,0,0,1796,1813,0,0,12282,525779,1,34,6,,1,34,6,,69,170,,,70,198,,,1,2,,,1,2,,
110764313093221_299315640904753,https://www.facebook.com/jowradio/posts/299315640904753,"100% راي جديد على جو راديو من 00 سا حتى 02 سا، و نتوما پارتاجيو معانا آخر أغاني راي راكم تسمعو فيهم 🎼🎤🤩
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"08/20/2019 02:00:00 PM"," ",4391,4391,0,5976,5976,0,115,87,101,0,0,4695,3407,0,0,98,0,0,0,0,0,0,0,0,0,0,,29,3,,,29,3,,,39,37,17,,46,38,17,,,,,,,,
110764313093221_299227224246928,https://www.facebook.com/jowradio/posts/299227224246928,"اليوم نكملو السهرة ب 100% حاتم عمور من 23 سا حتى 00 سا، شاركونا بأفضل أغاني تاعو اللّي تحبوها 😍🎤🎧
اسمعونا على : www.jow.radio",Photo,,,"08/20/2019 12:00:01 PM"," ",1655,1655,0,2348,2348,0,27,20,21,0,0,1896,1345,0,0,24,0,0,0,0,0,0,0,0,0,0,,9,4,,,9,4,,,12,1,7,,13,1,7,,,,,,,,
110764313093221_299308210905496,https://www.facebook.com/jowradio/posts/299308210905496,"كم باش تهدي محفظة لأطفال تاع الجنوب ، هذا هو التحدي الجديد اللّي دارو دكتور ياسين 😍🎁🎒
باش تشاركو : https://www.facebook.com/events/challenge-1-km-1-cartable-pour-les-enfants-du-sud/311327636103345/
باش تسمعونا : www.jow.radio",Video,,,"08/20/2019 06:55:15 AM"," ",3726,3726,0,4996,4996,0,89,71,87,0,0,3786,2749,0,0,71,25,25,0,0,783,795,0,0,4696,70505,,21,2,,,21,2,,23,51,10,,23,54,10,,,,,,,,,
110764313093221_299271767575807,https://www.facebook.com/jowradio/posts/299271767575807,"كاين بزاف مواعيد اليوم، وين تروحو نتوما ؟  ⏱📆
اسمعونا على : www.jow.radio",Video,,,"08/20/2019 05:21:12 AM"," ",3412,3412,0,5014,5014,0,96,75,96,1,1,3800,2627,0,0,74,7,7,0,0,675,702,0,0,4372,157331,,20,1,,,20,1,,31,63,,,31,64,,,1,,,,1,,,
110764313093221_299248950911422,https://www.facebook.com/jowradio/posts/299248950911422,"موضوع اليوم في سركالة : احكولنا على التبهديلة ولاّ الإحراج اللّي سببوهولك العائلة الكريمة في الشارع 😱😂🤣
اسمعونا على : www.jow.radio",Photo,,,"08/20/2019 04:18:48 AM"," ",3455,3455,0,4733,4733,0,89,77,82,2,2,3731,2674,0,0,77,0,0,0,0,0,0,0,0,0,0,,16,2,,,16,5,,,63,2,14,,66,2,14,1,1,,,1,1,,
110764313093221_298855097617474,https://www.facebook.com/jowradio/posts/298855097617474,"شريف ملال : &quot; إلياس شتي بعناه للترجي التونسي بقيمتو الحقيقية في السوق&quot; 
 اسمعونا على : www.jow.radio",Video,,,"08/19/2019 12:00:01 PM"," ",6684,6684,0,9251,9251,0,362,307,404,0,0,6813,5003,0,0,258,367,370,0,0,2408,2456,0,0,11310,79550,2,55,4,,2,55,5,,131,235,3,,139,262,3,,,,,,,,,
110764313093221_298837140952603,https://www.facebook.com/jowradio/posts/298837140952603,"شريف ملال يجيب على الأسئلة تاعكم و على سعر التذكرة اللي راهي دير 500 دج😮
اسمعونا على : www.jow.radio",Video,,,"08/19/2019 11:00:00 AM"," ",21431,21431,0,28540,28540,0,1196,1096,1440,7,8,18749,13790,0,0,803,317,328,0,0,7380,7380,0,0,19128,269139,3,180,21,,3,182,27,,333,963,9,,340,1091,9,,2,6,,,2,5,,
110764313093221_298815917621392,https://www.facebook.com/jowradio/posts/298815917621392,"شريف ملال : &quot;كاين نوادي في الرابطة الأولى ب 100 مليار ما لحقوش واش درت أنا مع شبيبة القبائل &quot; 💰😮⚽
اسمعونا على : www.jow.radio",Video,,,"08/19/2019 08:00:02 AM"," ",30669,30669,0,40886,40886,0,1897,1632,2246,13,13,17074,12425,0,0,849,922,922,0,0,9468,9468,0,0,15760,159230,15,347,52,,15,366,63,,483,1512,27,,501,1717,28,,4,9,,,4,9,,
110764313093221_298822604287390,https://www.facebook.com/jowradio/posts/298822604287390,"موضوع اليوم في سركالة : أحكولنا على هاذوك العباد اللّي يحبوا يبانو يعرفو كلش و يطيحو حاجة كبيرة 😎😳
اسمعونا على : www.jow.radio",Photo,,,"08/19/2019 06:22:27 AM"," ",5702,5702,0,7905,7905,0,98,75,83,0,0,5912,4365,0,0,84,0,0,0,0,0,0,0,0,0,0,,24,2,,,24,2,,,54,5,19,,58,6,19,,,,,,,,
110764313093221_298798074289843,https://www.facebook.com/jowradio/posts/298798074289843,"شريف ملال : &quot; شبيبة القبائل هو النّادي الأكثر تنظيما في الجزائر&quot; 
اسمعونا على : www.jow.radio",Video,,,"08/19/2019 05:30:00 AM"," ",12186,12186,0,17184,17184,0,731,611,852,2,2,11702,8444,0,0,468,353,357,0,0,3527,3610,0,0,10586,111230,8,168,22,,8,170,24,,188,535,15,,206,631,15,,2,,,,2,,,
110764313093221_298781857624798,https://www.facebook.com/jowradio/posts/298781857624798,"#شاهد إجابة شريف ملال حول إشاعات إقالته من شبيبة القبائل 💚💛😮
اسمعونا على : www.jow.radio",Video,,,"08/19/2019 04:25:33 AM"," ",17919,17919,0,24387,24387,0,1085,947,1389,6,6,13823,9794,0,0,599,567,584,0,0,5191,5215,0,0,10002,85459,14,191,17,,15,195,20,,391,811,13,,421,954,14,,1,5,,,1,5,,
110764313093221_298550967647887,https://www.facebook.com/jowradio/posts/298550967647887,"ضيف الغد هو رئيس نادي شبيبة القبائل الجزائري شريف ملال ، واشنو هما الأسئلة اللي راكم حابين يجاوبلكم عليهم ؟ 💚💛
اسمعونا على : www.jow.radio",Photo,,,"08/18/2019 02:52:25 PM"," ",23594,23594,0,34452,34452,0,1882,1550,1864,1,1,17855,12117,0,0,895,0,0,0,0,0,0,0,0,0,0,3,400,192,,4,420,249,,,1326,184,159,,1511,194,159,1,,,,1,,,
110764313093221_298435087659475,https://www.facebook.com/jowradio/posts/298435087659475,"بعض التطبيقات اللّي رايحين يعاونوكم في المطبخ 📲🍽
اسمعونا على : www.jow.radio",Video,,,"08/18/2019 11:00:01 AM"," ",8845,8845,0,12689,12689,0,264,222,340,2,2,9551,6990,0,0,149,29,31,0,0,1993,2101,0,0,9593,420371,2,74,7,,2,80,13,,58,199,6,,62,272,6,,,2,,,,2,,
