"Post ID",Permalink,"Post Message",Type,Countries,Languages,Posted,"Audience targeting","Lifetime Post Total Reach","Lifetime Post organic reach","Lifetime Post Paid Reach","Lifetime Post Total Impressions","Lifetime Post Organic Impressions","Lifetime Post Paid Impressions","Lifetime Engaged Users","Lifetime Matched Audience Targeting Consumers on Post","Lifetime Matched Audience Targeting Consumptions on Post","Lifetime Negative Feedback from Users","Lifetime Negative Feedback","Lifetime Post Impressions by people who have liked your Page","Lifetime Post reach by people who like your Page","Lifetime Post Paid Impressions by people who have liked your Page","Lifetime Paid reach of a post by people who like your Page","Lifetime People who have liked your Page and engaged with your post","Lifetime Organic views to 95%","Lifetime Organic views to 95%","Lifetime Paid views to 95%","Lifetime Paid views to 95%","Lifetime Organic Video Views","Lifetime Organic Video Views","Lifetime Paid Video Views","Lifetime Paid Video Views","Lifetime Average time video viewed","Lifetime Video length","Lifetime Talking About This (Post) by action type - like","Lifetime Talking About This (Post) by action type - comment","Lifetime Talking About This (Post) by action type - share","Lifetime Post Stories by action type - like","Lifetime Post Stories by action type - comment","Lifetime Post Stories by action type - share","Lifetime Post Audience Targeting Unique Consumptions by Type - other clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - photo view","Lifetime Post Audience Targeting Unique Consumptions by Type - link clicks","Lifetime Post Audience Targeting Unique Consumptions by Type - video play","Lifetime Matched Audience Targeting Consumptions by Type - other clicks","Lifetime Matched Audience Targeting Consumptions by Type - photo view","Lifetime Matched Audience Targeting Consumptions by Type - link clicks","Lifetime Matched Audience Targeting Consumptions by Type - video play","Lifetime Negative Feedback from Users by Type - hide_all_clicks","Lifetime Negative Feedback from Users by Type - hide_clicks","Lifetime Negative Feedback from Users by Type - report_spam_clicks","Lifetime Negative Feedback from Users by Type - unlike_page_clicks","Lifetime Negative Feedback by Type - hide_all_clicks","Lifetime Negative Feedback by Type - hide_clicks","Lifetime Negative Feedback by Type - report_spam_clicks","Lifetime Negative Feedback by Type - unlike_page_clicks"
110764313093221_246140022888982,https://www.facebook.com/jowradio/posts/246140022888982,"رياض ابركان : الحالة راهي مخلطا في Game Of Thrones",Video,,,"04/22/2019 04:00:01 AM"," ",9571,9571,0,13030,13030,0,553,502,749,3,3,10595,7691,0,0,438,59,59,0,0,3166,3166,0,0,13357,291817,72,13,2,73,17,2,424,,,246,499,,,249,1,2,,,1,2,,
110764313093221_246148786221439,https://www.facebook.com/jowradio/posts/246148786221439,"ما تراطيوش توب 50 تاع جو راديو من 10 سا إلى 12 سا وجدنالكم فيه أفضل أغاني 🎼
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"04/22/2019 02:48:48 AM"," ",3808,3808,0,5103,5103,0,222,197,260,0,0,4168,3063,0,0,172,87,87,0,0,953,982,0,0,8842,79294,35,2,,36,2,,129,,7,94,144,,7,95,,,,,,,,
110764313093221_246135012889483,https://www.facebook.com/jowradio/posts/246135012889483,"صور : انهيار بناية صباح اليوم بحي القصبة 

إن شاء الله سلامات",Photo,,,"04/22/2019 01:51:36 AM"," ",9181,9181,0,12717,12717,0,608,535,623,3,3,10202,7307,0,0,484,0,0,0,0,0,0,0,0,0,0,79,1,5,79,1,5,75,497,,,108,515,,,1,2,,,1,2,,
110764313093221_245881692914815,https://www.facebook.com/jowradio/posts/245881692914815,"الموضوع تاع صفاء اليوم هو : على ايجابيات و سلبيات المسيرة. 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/22/2019 12:30:13 AM"," ",2231,2231,0,3069,3069,0,65,40,43,1,1,2481,1852,0,0,58,0,0,0,0,0,0,0,0,0,0,28,1,,28,2,,17,24,,,18,25,,,,1,,,,1,,
110764313093221_246111452891839,https://www.facebook.com/jowradio/posts/246111452891839,"السؤال اليوم في جو الصباح هو &quot; وشنوا هي الهدا العيانة لي درتوها لكاش واحد؟&quot;
ماتنساوش تعطولنا الاجوبة ديالكم في التعليقات, ولا عيطولنا على 281 218 0982 
 اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/22/2019 12:09:30 AM"," ",783,783,0,1169,1169,0,46,40,43,0,0,907,615,0,0,39,0,0,0,0,0,0,0,0,0,0,8,2,1,8,3,1,20,20,2,,21,20,2,,,,,,,,,
110764313093221_245957659573885,https://www.facebook.com/jowradio/posts/245957659573885,"سارة تحكيلنا على السروال 👖
اسمعونا على : www.jow.radio",Video,,,"04/21/2019 02:09:47 PM"," ",9244,9244,0,12758,12758,0,627,584,809,2,2,10403,7442,0,0,499,47,47,0,0,2854,2854,0,0,14007,294910,65,4,2,67,8,2,500,,14,230,563,,14,228,1,1,,,1,1,,
110764313093221_245928536243464,https://www.facebook.com/jowradio/posts/245928536243464,"على أي أساس تخير اللوك ديالك ؟
اسمعونا على : www.jow.radio",Photo,,,"04/21/2019 12:45:00 PM"," ",1808,1808,0,2509,2509,0,56,46,58,1,1,2131,1550,0,0,50,0,0,0,0,0,0,0,0,0,0,16,4,,16,4,,38,7,2,,49,7,2,,,1,,,,1,,
110764313093221_245899492913035,https://www.facebook.com/jowradio/posts/245899492913035,"اليوفي بطلا لإيطاليا للمرة الثامنة على التوالي 🇮🇹
 اسمعونا على : www.jow.radio",Photo,,,"04/21/2019 12:00:01 PM"," ",2494,2494,0,3414,3414,0,52,25,27,1,1,2798,2130,0,0,46,0,0,0,0,0,0,0,0,0,0,32,2,,32,2,,12,12,1,,14,12,1,,1,,,,1,,,
110764313093221_245887982914186,https://www.facebook.com/jowradio/posts/245887982914186,"هاد الأسبوع راح تكون مباريات إياب نصف نهائي كأس الجمهورية، في ميزكم شكون راح يلعب في النهائي ؟ 
اسمعونا على : www.jow.radio",Photo,,,"04/21/2019 10:17:59 AM"," ",1915,1915,0,2715,2715,0,62,48,50,0,0,2183,1604,0,0,53,0,0,0,0,0,0,0,0,0,0,14,5,,14,5,,42,4,3,,43,4,3,,,,,,,,,
110764313093221_245875696248748,https://www.facebook.com/jowradio/posts/245875696248748,"هم يفرح مع فوست : بمناسبة الربيع الأمازيغي الأمازيغة رايحة تولي في  GOOGLE TRADUCTION",Video,,,"04/21/2019 09:50:00 AM"," ",5473,5473,0,7395,7395,0,277,225,325,0,0,5453,3847,0,0,167,75,75,0,0,1518,1580,0,0,9828,95294,70,1,6,74,1,7,180,,,105,210,,,113,,,,,,,,
110764313093221_245856916250626,https://www.facebook.com/jowradio/posts/245856916250626,"معاقبة نجم مڨرة من طرف لجنة الانضباط التابعة للرابطة المحترفة، هل تراه ظلم في حق الفريق أم لا ؟
اسمعونا على: www.jow.radio",Photo,,,"04/21/2019 09:30:58 AM"," ",5142,5142,0,6910,6910,0,159,131,137,1,1,5671,4150,0,0,130,0,0,0,0,0,0,0,0,0,0,40,14,,40,15,,103,20,13,,104,20,13,,,1,,,,1,,
110764313093221_245852189584432,https://www.facebook.com/jowradio/posts/245852189584432,"ديجا عام ملي توفى AVICII أشهر منسق و منتج  موسقي عالمي، اشتهر بأسلوبه الفريد من نوعه،اول ظهور له يعود الى 2008، و تم اكتشافه في ظهوره عام 2011 في أغنية  اشترك فيها مع المغني Florida بعنوان Good Feeling ، اعلن اعتزاله لفترة في سنة 2016 بعد انتهائه من دورته العالمية، و بعد عودته في 2017 استمر في حشد الشعبية بنجاح بعد نجاح، و في 20 أفريل 2018 تم العثور عليه ميت  في غرفته في الفندق بمسقط",Video,,,"04/21/2019 08:25:37 AM"," ",1872,1872,0,2589,2589,0,87,70,87,0,0,2051,1487,0,0,70,122,124,0,0,384,394,0,0,6288,23913,17,1,,17,5,,53,,,28,57,,,29,,,,,,,,
110764313093221_245842336252084,https://www.facebook.com/jowradio/posts/245842336252084,"🔥🔥جديد 🔥🔥
ما تراطيوش اقوى الاغاني تاع جو راديو من 16 سا إلى 18 سا في GREATEST HITS, وين وجدنالكم فيه أفضل أغاني 🎼
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/21/2019 07:55:21 AM"," ",1707,1707,0,2380,2380,0,39,27,29,0,0,1890,1396,0,0,33,0,0,0,0,0,0,0,0,0,0,13,1,,14,1,,18,7,2,,19,8,2,,,,,,,,,
110764313093221_245815822921402,https://www.facebook.com/jowradio/posts/245815822921402,"مصطفى مناصر اتحاد العاصمة :  سرار من العصابة !!",Video,,,"04/21/2019 06:50:00 AM"," ",4569,4569,0,6129,6129,0,284,256,398,1,1,4815,3714,0,0,213,54,54,0,0,1396,1448,0,0,11552,169065,35,1,2,35,2,2,218,,,163,236,,,162,,1,,,,1,,
110764313093221_245803489589302,https://www.facebook.com/jowradio/posts/245803489589302,"جيڨا مناصر اتحاد العاصمة : وعدونا بعدة منشآت بصح ماشفنا والو",Video,,,"04/21/2019 06:15:00 AM"," ",1652,1652,0,2308,2308,0,62,46,58,1,1,1780,1294,0,0,37,52,52,0,0,428,467,0,0,8292,81342,19,1,,19,1,,24,,,28,27,,,31,,1,,,,1,,
110764313093221_245799119589739,https://www.facebook.com/jowradio/posts/245799119589739,"جيڨا مناصر اتحاد العاصمة هدرلنا على الأوضاع في النادي",Video,,,"04/21/2019 06:00:01 AM"," ",4097,4097,0,5544,5544,0,214,193,273,0,0,4400,3289,0,0,145,56,56,0,0,1080,1080,0,0,9019,146622,36,2,2,36,2,2,155,,,103,171,,,102,,,,,,,,
110764313093221_245786866257631,https://www.facebook.com/jowradio/posts/245786866257631,"🔥🔥جديد 🔥🔥
اسمعوا معانا آخر أغنية تاع KAFON &quot;شالك&quot; في هاد المقطع و اعطولنا رايكم ؟
رايحين تلقاوها تاني على جو راديو 
اسمعونا على : www.jow.radio",Video,,,"04/21/2019 05:30:00 AM"," ",1189,1189,0,1671,1671,0,138,128,168,0,0,1234,869,0,0,83,134,142,0,0,409,437,0,0,7157,18506,13,,2,13,,2,71,,2,87,74,,2,92,,,,,,,,
110764313093221_245555162947468,https://www.facebook.com/jowradio/posts/245555162947468,"إتحاد العاصمة يبقى واقف حتى ولا طاحو هوما 🔴⚫
اسمعونا على : www.jow.radio",Video,,,"04/20/2019 01:01:51 PM"," ",52267,52267,0,81260,81260,0,5164,4097,6488,3,3,13539,8736,0,0,852,2715,2715,0,0,16105,17103,0,0,11367,62654,1326,42,210,1476,47,210,3455,,84,2104,4250,,83,2154,1,2,,,1,2,,
110764313093221_244840249685626,https://www.facebook.com/jowradio/posts/244840249685626,"ما تراطيوش فقرة إيناس اللي رايحة توجه فيها أسئلة لضيفة البنات ليليا بويحياوي '' حمامة '' ، واشنو هما الأسئلة اللي راكم حابين تطرحملها إيناس ؟ 😀🎙
اسمعونا على : www.jow.radio",Photo,,,"04/20/2019 07:00:01 AM"," ",3376,3376,0,4810,4810,0,82,38,43,2,2,3948,2896,0,0,70,0,0,0,0,0,0,0,0,0,0,40,6,,40,7,,17,22,2,,18,23,2,,1,1,,,1,1,,
110764313093221_244842039685447,https://www.facebook.com/jowradio/posts/244842039685447,"كيف يمكننا التوفيق بين الحياة المهنية والحياة الشخصية ؟
اسمعونا على : www.jow.radio",Photo,,,"04/20/2019 06:00:01 AM"," ",4785,4785,0,6752,6752,0,89,35,37,3,3,5612,4082,0,0,71,0,0,0,0,0,0,0,0,0,0,51,8,,56,25,,6,22,7,,6,24,7,,3,,,,3,,,
110764313093221_244828036353514,https://www.facebook.com/jowradio/posts/244828036353514,"بلايليست راي في جو راديو من 00 سا إلى 02 سا مع : 
شاب بلال، شاب مامي
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/19/2019 04:05:00 PM"," ",3954,3954,0,5542,5542,0,138,105,124,0,0,4582,3418,0,0,122,0,0,0,0,0,0,0,0,0,0,35,4,,35,4,,37,29,51,,43,29,52,,,,,,,,,
110764313093221_244839039685747,https://www.facebook.com/jowradio/posts/244839039685747,"ضيفتنا غدوا في حصة بنات تيم هي ليليا بويحياوي اللّي لعبت دور حمامة في مسلسل عاشور العاشر 😍
اسمعونا على : www.jow.radio",Photo,,,"04/19/2019 02:00:00 PM"," ",4173,4173,0,5852,5852,0,111,51,51,0,0,4780,3428,0,0,97,0,0,0,0,0,0,0,0,0,0,63,3,1,63,13,1,26,19,6,,26,19,6,,,,,,,,,
110764313093221_245186442984340,https://www.facebook.com/jowradio/posts/245186442984340,"سعدي : هكذا استحوذ علي حداد على اتحاد العاصمة ودفع بسعيد علي لمغادرة الفريق",Video,,,"04/19/2019 01:29:57 PM"," ",23632,23632,0,33093,33093,0,1895,1709,2251,3,3,12654,9197,0,0,572,846,848,0,0,7590,7919,0,0,22457,145534,256,6,28,266,6,30,683,,,1412,788,,,1458,1,2,,,1,2,,
110764313093221_245183402984644,https://www.facebook.com/jowradio/posts/245183402984644,"مباشر على radio jow : يمكنكم المشاركة في النقاش بترك الأسئلة في التعليقات أو الاتصال على الرقم التالي :  0982218281",Photo,,,"04/19/2019 01:18:09 PM"," ",11853,11853,0,16662,16662,0,449,343,392,1,1,13219,9623,0,0,384,0,0,0,0,0,0,0,0,0,0,128,48,,130,62,,269,90,,,301,91,,,1,,,,1,,,
110764313093221_244826919686959,https://www.facebook.com/jowradio/posts/244826919686959,"ماتراتوش البلايليست راب 😎 هاد لعشية من 20سا حتى 21سا على جو راديو.
قولونا وشنوا هو الراب لي تحبوه بين الراب الجزائري و الراب الامريكي؟
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/19/2019 12:00:01 PM"," ",953,953,0,1394,1394,0,34,22,25,0,0,1123,762,0,0,30,0,0,0,0,0,0,0,0,0,0,13,1,,13,1,,14,6,3,,16,6,3,,,,,,,,,
110764313093221_244725463030438,https://www.facebook.com/jowradio/posts/244725463030438,"ضيف #ResPublica اليوم هو رئيس حزب جبهة العدالة والتنمیة عبدالله جاب الله ماتراطوش حصتكم جزائر الغد من 21سا حتى 23سا 
باش تشاركو معانا اتصلوا على : 281 218 0982 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/19/2019 06:00:02 AM"," ",4523,4523,0,6535,6535,0,154,110,127,2,2,5281,3840,0,0,134,0,0,0,0,0,0,0,0,0,0,59,14,1,60,21,1,89,20,5,,102,20,5,,1,1,,,1,1,,
110764313093221_244826059687045,https://www.facebook.com/jowradio/posts/244826059687045,"عندكم موعد مع كبار شيوخ الشعبي من 14سا حتى 15سا، في القعدة الخلوية و الزينة.
قولونا وشمن سيخ تاع الشعبي لي تحبوا تسمعوه؟
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/19/2019 06:00:01 AM"," ",1166,1166,0,1747,1747,0,37,12,13,1,1,1439,953,0,0,29,0,0,0,0,0,0,0,0,0,0,24,3,,24,4,,4,2,7,,4,2,7,,,1,,,,1,,
110764313093221_244842363018748,https://www.facebook.com/jowradio/posts/244842363018748,"جمعة مباركة
دعاء يوم الجمعة : &quot; اللّهم إنّي أسألك أن لك الحمد، لا إله إلّا أنت الحنان المنان بديع السماوات والأرض ذو الجلال والإكرام برحمتك يا أرحم الراحمين. &quot;
اسمعونا على : www.jow.radio 
#Branchiwjow",Photo,,,"04/19/2019 02:30:00 AM"," ",1813,1813,0,2646,2646,0,54,24,26,0,0,2170,1507,0,0,50,0,0,0,0,0,0,0,0,0,0,35,1,,35,1,,17,6,1,,19,6,1,,,,,,,,,
110764313093221_244842866352031,https://www.facebook.com/jowradio/posts/244842866352031,"جمعة مباركة 
تبعوا درس الجمعة على جو : www.jow.radio
#Branchiwjow",Photo,,,"04/19/2019 02:00:01 AM"," ",1124,1124,0,1684,1684,0,24,8,10,0,0,1350,932,0,0,21,0,0,0,0,0,0,0,0,0,0,17,,,17,,,6,2,,,8,2,,,,,,,,,,
110764313093221_244824836353834,https://www.facebook.com/jowradio/posts/244824836353834,"ماعندكم ما ديروا اتكسلوا و اسمعوا جو راديو 
قولونا وشمن اغنية عجبتكم في هاد المجموعة الموسيقية؟
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"04/18/2019 11:00:00 PM"," ",1068,1068,0,1635,1635,0,39,25,27,0,0,1311,831,0,0,27,8,9,0,0,272,285,0,0,3382,30291,12,4,,12,6,,4,,2,20,4,,2,21,,,,,,,,
110764313093221_244823893020595,https://www.facebook.com/jowradio/posts/244823893020595,"في الغابة ولا في الحومة، مليحة الرياضة و تخصك غير الموسيقي الشابة 
قولونا في التعليقات وين تروحو ديرو الرياضة؟
اسمعونا على : www.jow.radio
#branchiwjow",Video,,,"04/18/2019 10:00:00 PM"," ",657,657,0,981,981,0,27,20,22,0,0,717,466,0,0,19,5,5,0,0,157,171,0,0,2936,30291,6,1,,6,1,,4,,,18,4,,,18,,,,,,,,
110764313093221_244822746354043,https://www.facebook.com/jowradio/posts/244822746354043,"صباح الخير بالموسيقي الشابة، اقعدوا من 5سا حتى 6سا و ابداو نهاركم معانا 
قولونا وشنوا هي الاغنية لي تحبوا تبداو بها النهار ديالكم 
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"04/18/2019 09:00:01 PM"," ",762,762,0,1070,1070,0,37,20,23,1,1,784,543,0,0,29,14,14,0,0,191,210,0,0,3485,30291,14,4,,14,4,,4,,1,18,4,,1,18,,1,,,,1,,
110764313093221_244821203020864,https://www.facebook.com/jowradio/posts/244821203020864,"سهران الليل ولا طار عليك النعاس ريح معانا نجيبوا الصباح 
و قولونا وشمن غنية تحبوا تسمعوها هاد الوقت؟
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"04/18/2019 03:05:00 PM"," ",1501,1501,0,2105,2105,0,74,57,61,0,0,1495,1051,0,0,52,24,24,0,0,413,447,0,0,4521,30462,17,3,2,18,5,2,9,,6,42,9,,7,44,,,,,,,,
110764313093221_244802456356072,https://www.facebook.com/jowradio/posts/244802456356072,"يمكنكم المشاركة في البرنامج بطرح الأسئلة على الخبير المالي فرحات آيت علي عبر التعليقات أو بالاتصال عبر الرقم التالي  : 281 218 0982 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/18/2019 01:16:03 PM"," ",5221,5221,0,7244,7244,0,155,114,130,3,3,5890,4165,0,0,129,0,0,0,0,0,0,0,0,0,0,46,8,,46,11,,68,30,22,,77,31,22,,2,1,,,2,1,,
110764313093221_244777636358554,https://www.facebook.com/jowradio/posts/244777636358554,"الموضوع اليوم في بالون راهو على اتحاد العاصمة، و نتوما يا انصار اتحاد العاصمة اتصلوا بنا على 281 218 0982 و شاركوا معانا 
اسمعوناعلى : www.jow.radio
#Branchiwjow",Photo,,,"04/18/2019 11:38:01 AM"," ",2738,2738,0,3960,3960,0,83,58,62,2,2,3157,2252,0,0,67,0,0,0,0,0,0,0,0,0,0,27,,,27,,,23,22,17,,23,22,17,,2,,,,2,,,
110764313093221_244690449700606,https://www.facebook.com/jowradio/posts/244690449700606,"قعدت ساعة برك على بداية حصتكم بالون، و الموضوع اليوم هو على اتحاد العاصمة، و نتوما  انصار اتحاد العاصمة اتصلوا بنا على 281 218 0982 و شاركوا معانا 
اسمعوناعلى : www.jow.radio
#Branchiwjow",Photo,,,"04/18/2019 10:00:02 AM"," ",5408,5408,0,7552,7552,0,238,179,190,0,0,3235,2304,0,0,101,0,0,0,0,0,0,0,0,0,0,74,,3,76,,3,146,26,14,,149,27,14,,,,,,,,,
110764313093221_244310883071896,https://www.facebook.com/jowradio/posts/244310883071896,"ضيف #ResPublica اليوم هو فرحات ايت علي، الخبير الاقتصادي والمالي
ماتراطوش حصتكم جزائر الغد من 21سا حتى 23سا 
باش تشاركو معانا اتصلوا على : 281 218 0982 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/18/2019 09:55:00 AM"," ",1537,1537,0,2271,2271,0,36,17,21,0,0,1790,1256,0,0,32,0,0,0,0,0,0,0,0,0,0,20,1,,20,1,,9,8,1,,10,10,1,,,,,,,,,
110764313093221_244716456364672,https://www.facebook.com/jowradio/posts/244716456364672,"اسمعوا على جو راديو الاعنية الاخيرة تاع سولكينڨ مع فرانڨليش، هادا مقطع من اغنية اسمعوه و اعطولنا رايكم فيه في التعليقات 😀😀
اسمعونا على : www.jow.radio
#Branchiwjow",Video,,,"04/18/2019 09:00:00 AM"," ",3423,3423,0,5088,5088,0,362,329,359,0,0,4023,2707,0,0,288,373,377,0,0,1670,1730,0,0,10916,30334,43,4,1,45,4,1,35,,15,294,39,,15,303,,,,,,,,
110764313093221_244689259700725,https://www.facebook.com/jowradio/posts/244689259700725,"اليوم في بالون الهدرة رايحا تكون على مشاكل اتحاد العاصمة.
تبعوا على جو راديو تحليل فريق بالون من 19سا حتى 21سا، و اعطولنا رايكم في التعليقات؟ 
اسمعوناعلى : www.jow.radio
#Branchiwjow",Photo,,,"04/18/2019 08:30:00 AM"," ",697,697,0,1022,1022,0,41,26,29,0,0,801,551,0,0,39,0,0,0,0,0,0,0,0,0,0,18,,,20,,,23,4,,,25,4,,,,,,,,,,
110764313093221_244704703032514,https://www.facebook.com/jowradio/posts/244704703032514,"🎁🎉 ارواحوا تربحوا معانا 🎁🎉
راكم حابين تربحوا معانا PACK JOW 😍لي فيه حوايج مثل قميص،قرص فلاش... ،ماعليكم غير تسمعوا المجموعة الموسيقية 🔥🔥GREATEST HITS🔥🔥 من 16سا حتى 18سا، و كي تلحق اغنية &quot; ? Algerino &quot; il est ou,ارفدو الهاتف تاعكم و عيطولنا على 281 218 0982.
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/18/2019 07:43:05 AM"," ",1466,1466,0,2128,2128,0,25,16,18,0,0,1738,1220,0,0,23,0,0,0,0,0,0,0,0,0,0,11,1,,11,1,,11,3,3,,11,4,3,,,,,,,,,
110764313093221_244511083051876,https://www.facebook.com/jowradio/posts/244511083051876,"ما تراطيوش توب 50 تاع جو راديو من 10 سا إلى 12 سا وجدنالكم فيه أفضل أغاني 🎼
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/18/2019 01:50:16 AM"," ",1242,1242,0,1769,1769,0,27,11,12,0,0,1450,1028,0,0,25,0,0,0,0,0,0,0,0,0,0,19,,,19,,,6,3,2,,7,3,2,,,,,,,,,
110764313093221_244314083071576,https://www.facebook.com/jowradio/posts/244314083071576,"الموضوع تاع شهيناز اليوم هو على التحضيرات للإمتحانات النهائية.
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/18/2019 12:30:00 AM"," ",1254,1254,0,1849,1849,0,24,8,8,0,0,1509,1039,0,0,24,0,0,0,0,0,0,0,0,0,0,16,,,16,,,2,6,,,2,6,,,,,,,,,,
110764313093221_244313263071658,https://www.facebook.com/jowradio/posts/244313263071658,"صباح الخير لي جويست، موضوع اليوم هو على الكذاب لي حنا فايقينلو بصح هو مأمن روحو و مكمل فالكذبة ديالوا ؟
احكولنا في التعاليقات على هاد على هاد الانسان لي فايقينلو بلي يكذب، و تقدرو حتى طاڨوه 😜 ولا تعيطولنا على 0982218281
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/17/2019 11:00:01 PM"," ",2937,2937,0,4183,4183,0,91,67,72,0,0,3508,2484,0,0,78,0,0,0,0,0,0,0,0,0,0,31,10,,31,11,,57,11,1,,60,11,1,,,,,,,,,
110764313093221_244416643061320,https://www.facebook.com/jowradio/posts/244416643061320,"اسمعوا Freestyle تاع SHAWN 💪
اسمعونا على:  www.jow.radio",Video,,,"04/17/2019 01:36:16 PM"," ",78004,78004,0,100390,100390,0,2338,2014,2646,4,4,20137,13988,0,0,679,406,482,0,0,12207,12656,0,0,13600,189737,440,90,26,471,132,29,993,,27,1418,1128,,28,1489,3,1,,,3,1,,
110764313093221_244290286407289,https://www.facebook.com/jowradio/posts/244290286407289,"كيما وعدناكم رانا جبنالكم الجديد تاع بالراي خاص بالسنوات 2010 حتى لوقتنا هادا.
زيدو اسمعو معانا هاد المجموعة الموسيقية من 20سا حتى 21سا و أعطولنا رايكم ؟ 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/17/2019 12:50:00 PM"," ",782,782,0,1180,1180,0,41,32,38,0,0,931,607,0,0,39,0,0,0,0,0,0,0,0,0,0,10,,,10,,,23,9,5,,24,9,5,,,,,,,,,
110764313093221_244336959735955,https://www.facebook.com/jowradio/posts/244336959735955,"ضيفة الصباح لي رايحا تكون معانا غدوا هي الدكتورة ليندا تواتي
ماتراطوهاش غدوة من 7سا حتى 10سا وين رايحا تهدرلنا على المسابقة العلاج الطبيعي
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/17/2019 12:00:01 PM"," ",3206,3206,0,4802,4802,0,124,85,103,1,1,3303,2347,0,0,65,0,0,0,0,0,0,0,0,0,0,48,6,3,55,11,4,64,23,2,,76,25,2,,,1,,,,1,,
110764313093221_244376336398684,https://www.facebook.com/jowradio/posts/244376336398684,"غدا الخميس  راح يكون معانا في #ResPublica  الخبير الاقتصادي والمالي  فرحات ايت علي .
عيطولنا على : 0982218281
ماتراطوش حصتكم جزائر الغد من 21سا حتى 23سا 
باش تشاركو معانا اتصلوا على : 281 218 0982 
اسمعونا على : www.jow.radio
#Branchiwjow
Ferhat Ait Ali",Photo,,,"04/17/2019 11:16:31 AM"," ",3019,3019,0,4156,4156,0,92,61,71,0,0,2885,2124,0,0,66,0,0,0,0,0,0,0,0,0,0,35,1,1,35,1,1,37,19,8,,41,22,8,,,,,,,,,
110764313093221_244345123068472,https://www.facebook.com/jowradio/posts/244345123068472,"مناصب شغل في l'informatique راهم غير يزيدو 💻↗
اسمعونا على : www.jow.radio",Video,,,"04/17/2019 11:00:01 AM"," ",5397,5397,0,7433,7433,0,173,140,150,1,1,5812,4075,0,0,113,73,74,0,0,1608,1707,0,0,10055,166867,34,2,3,36,3,3,3,,5,131,3,,5,140,,1,,,,1,,
110764313093221_244285289741122,https://www.facebook.com/jowradio/posts/244285289741122,"هاد الليلة رايحين جوزوا زوج سوايع غير مع الراي، نبداوها بالمجموعة موسيقية خاصة بالسنوات 2000 حتى 2010، ماتراطوهاش من 19سا حتى 20سا.
و استناونا في ساعة الثانية مع مجموعة موسيقية خاصة بالسنوات 2010 حتى لوقتنا هادا.
اسمعوهم في زوج و قولونا شكون فيهم لي عجبتكم :) 
اسمعونا على : www.jow.radio
#Branchiwjow",Photo,,,"04/17/2019 10:50:00 AM"," ",4180,4180,0,5628,5628,0,151,122,138,2,2,4667,3471,0,0,131,0,0,0,0,0,0,0,0,0,0,37,3,,39,3,,72,26,35,,77,26,35,,,2,,,,2,,
110764313093221_244338139735837,https://www.facebook.com/jowradio/posts/244338139735837,"شحال من مرة رحتو للمتحف ؟
هل عندكم ثقافة زیارة المتاحف في داركم ؟
اسمعونا على: www.jow.radio",Photo,,,"04/17/2019 09:11:38 AM"," ",2678,2678,0,3804,3804,0,103,81,88,1,1,3146,2279,0,0,85,0,0,0,0,0,0,0,0,0,0,24,8,1,25,11,1,68,15,1,,72,15,1,,1,,,,1,,,
110764313093221_244306166405701,https://www.facebook.com/jowradio/posts/244306166405701,"سمير: الزوجة المناسبة لي خاطيها بالون",Video,,,"04/17/2019 07:45:00 AM"," ",4891,4891,0,6823,6823,0,170,135,145,1,1,5559,3954,0,0,120,216,225,0,0,1714,1740,0,0,12548,76371,38,,,38,,,4,,,133,4,,,141,1,,,,1,,,
110764313093221_244304256405892,https://www.facebook.com/jowradio/posts/244304256405892,"سمير: في البداية زنڨا كريزي كنا عائلة",Video,,,"04/17/2019 07:40:00 AM"," ",42341,42341,0,59082,59082,0,1835,1684,1828,1,1,19191,13250,0,0,730,2609,2637,0,0,11215,11264,0,0,21530,109971,201,7,3,202,11,3,170,,,1595,189,,,1637,1,,,,1,,,
